finding_id,run_id,matched_pair_id,repository,provider,model,path,start_line,end_line,category,severity,word_count,content_sha256,excerpt,has_suggestion,has_existing_code,duplicate_group,is_duplicate_or_rephrase,semantic_overlap_group,adjudication,usefulness,context_status,action_status,no_action_reason,action_evidence,source_path,source_sha256
QZC-042,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,packages/lsp/test/rpc-channel.test.ts,0,0,bug,high,117,17ab5602fdbb410e437cafb48a403963eededdb17bf3baaf9234f468b0e1bf1d,"The `afterEach` hook is registered INSIDE the `importActual` function body. Every call to `vi.importActual(id)` — and every `vi.mock(id, factory)` / `vi.doMock(id, factory)` invocation via `wrapMockFactory` — will call `importActual`, which",yes,yes,importActual-hook,yes,importActual-hook,valid,low,stale_or_misattributed,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-043,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,packages/mcp/src/auth/oauth-provider-dependencies.ts,11,16,maintainability,medium,104,0c8091824c53d63b6acf742b1c4d83cdc3f342762e74b053c840a90b87b4edc7,"The `MCPOAuthProviderDependencies` interface is defined but never imported or used anywhere in the codebase. The existing `oauth-provider.ts` (lines 7–12) imports `crypto`, `http`, and `openBrowserSecurely` directly as static imports, and t",yes,yes,,no,,valid,medium,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-044,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,packages/lsp/vitest.config.ts,15,18,maintainability,low,72,36d7021ea87bb2837d8f5ce2b9560d65d6480c5f77b4e20742eb76e6e27c784b,"Missing `passWithNoTests: true`. Nearly every sibling package config in this repo (a2a-server, providers, policy, core, mcp, auth, settings, telemetry, tools, ide-integration) sets `passWithNoTests: true` to prevent CI failures when no test",yes,yes,,no,,partial,low,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-045,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,packages/policy/src/confirmation-bus/message-bus.test.ts,355,358,test,medium,161,43caf7016099e278e43ac436f7980775b966ebe616b26bc802bb3b9ccfc71086,"Using a 10ms real timeout makes this test inherently flaky in CI environments under heavy load. If the event loop is busy (e.g., concurrent test suites, garbage collection), the 10ms window may be too short for the setTimeout callback to re",yes,yes,,no,real-10ms-timer,valid,medium,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-046,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,packages/policy/package.json,0,0,bug,critical,111,0f24d8f93a21504a059b2043f8d8527b48335b9f9dee95c4b098aa4f5580345c,"The `afterEach` cleanup hook is registered INSIDE the `importActual` function body, not at module level. This means: 1. Every call to `vi.importActual(id)` registers a NEW `afterEach` hook, causing unbounded growth of cleanup hooks. If `imp",yes,yes,importActual-hook,yes,importActual-hook,valid,low,stale_or_misattributed,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-047,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,packages/test-utils/src/cli-args.test.ts,18,20,maintainability,medium,112,25f1491beb3af229dc88ffd3e74ece3c1cc04491de61e4532dc69290c2170f38,"The `restoreEnv()` function in `env-test-helpers.ts` does not protect `originalValues.clear()` with a try/finally. If any individual `delete process.env[key]` or `process.env[key] = value` assignment throws (e.g., due to a non-configurable ",yes,yes,,no,env-restore-error,valid,medium,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-048,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,packages/test-utils/src/diagnostics.test.ts,19,19,bug,high,130,db7d2cba8f8a0827d8d6cf4813caaf7d46033bf542fbf48ac572dde79f74e9dd,"The module-level `originalValues` Map is a singleton shared across ALL test files that import `env-test-helpers.ts`. When Bun runs multiple test files in the same process (its default behavior), `restoreEnv()` in one file's `afterEach` will",yes,yes,,no,env-shared-map,partial,medium,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-049,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,packages/test-utils/src/env-test-helpers.ts,7,14,bug,medium,187,afa65dcf94b740ba904c43c58f318dc8d43372f863409f8b99e582952bc0e777,"The `originalValues` Map is a module-level singleton shared across every test file that imports this helper. If `restoreEnv()` is not called (e.g., a test file forgets `afterEach`, or a beforeAll/beforeEach hook throws before afterEach regi",yes,yes,,no,,partial,low,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-050,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,packages/test-utils/src/interactive-run.ts,79,81,maintainability,medium,89,7388a286af0cbd144145ec47c7f311133965fc47bdbfc1d76ca9663e9cdd7005,"The replacement error message loses critical diagnostic context compared to both the original Vitest `expect().toContain()` assertion and the sibling `type()` method (lines 98–104). On failure, a developer only sees `Expected interactive ou",yes,yes,,no,,partial,low,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-051,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,scripts/bun-test-manifest.ts,66,67,maintainability,high,124,448cf7f82968c455bfc755dfb545bfa15d83320252a06df7b4b207a62935e1b3,"The `.filter(({ file }) => existsSync(file))` silently drops any manifest entry whose file doesn't exist on disk. This is dangerous in a CI context: if a test file is renamed, moved, or deleted, `run_bun_tests.ts` will simply skip it and re",yes,yes,,no,,valid,high,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-052,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,scripts/run_bun_tests.ts,137,151,bug,medium,133,5bfa8d7b9a88e22a55aeb64ff1e9181951a010c370ac991130d33354c59baf95,"The `main()` function iterates over test files spawning child processes via `Bun.spawnSync`, but there is no SIGINT/SIGTERM handler. If the script is interrupted (e.g., Ctrl+C in CI or locally), the currently running child process will be o",yes,yes,,no,,partial,low,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-053,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,scripts/run_bun_tests.ts,98,101,maintainability,low,73,2ce990ee1a31205eb914d356edb7e6778d5a9bd15f6a3dc212760ae48337a164,The `main()` function calls `resolveBunNativeTestFiles()` which reads from the filesystem (`existsSync`) and could throw if the manifest is malformed or if there's a filesystem error. This synchronous call is not wrapped in any error handli,yes,yes,,no,,partial,low,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-054,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,scripts/tests/bun-test-manifest.test.ts,23,25,bug,high,59,4f701adc20764e48ab9d57b993e2890bce19a1e56ceb3866bbd93cfa2c8889bc,"Cross-platform path separator mismatch. The `cwd` returned by `resolveBunNativeTestFiles` is constructed via `node:path.join()` (line 63 of bun-test-manifest.ts), which uses the platform-native separator. On Windows this produces backslashe",yes,yes,,no,,valid,high,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-055,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,test-setup/augment-bun-vi.ts,28,37,bug,high,107,262bd683706794a09bf0d6dadd06edcde08a10f04defe2fdaebaa8a695d6721d,"The `afterEach` hook is registered inside the `importActual` function body, so **every call** to `vi.importActual(id)` registers a **new** `afterEach` hook. If a test file calls `importActual` multiple times (e.g., across multiple mock fact",yes,yes,importActual-hook,yes,importActual-hook,valid,low,grounded,no_direct_fix,duplicate/rephrased claim,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-056,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,scripts/tests/stub-helpers.test.ts,258,260,test,medium,53,ed6906dc354a8de716b6e64f536d68c5e4fff31df6e363f0803acdcddf9457ef,TypeScript type-safety issue: assigning `.mock` on a function typed as `() => void` will produce a compile error (Property 'mock' does not exist on type '() => void') under `strict: true`. Cast the function to a type that allows the assignm,yes,yes,,no,,valid,medium,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-057,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,scripts/tests/stub-helpers.test.ts,87,104,test,medium,56,963a350827d2c654137855f12baa46fcf1a00479901aee04401c848e8c66f918,"Missing test for the `stub()` error path: the implementation throws `TypeError('Cannot stub readonly property ...')` for non-configurable, non-writable data properties and for accessor properties with no setter. This is a critical behaviora",yes,yes,,no,,valid,medium,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-058,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,scripts/tests/stub-helpers.test.ts,179,181,test,low,41,ab956b2ef2f4d723a72fd13b9cd397bacce57208607d43ffcb814c0e32ec7458,"Time-based assertions using real wall-clock timers (`Date.now()`) are inherently flaky on CI under heavy load. The upper-bound assertion `toBeLessThan(150)` could fail if the event loop is delayed. Consider using fake timers (e.g., `vi.useF",yes,yes,,no,,valid,low,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-059,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,test-setup/stub-helpers.ts,110,120,bug,high,104,eea4cf24fea108fe990f9d8d60dc6430e338735f3f04c312e04b9e124e9f18bb,"When `timeout: 0` is passed, the callback is never invoked at all. The loop's first iteration computes `remaining = (performance.now() + 0) - performance.now()` which is `0` (or negative), immediately hitting the `remaining <= 0` branch and",yes,yes,,no,,valid,high,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-060,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,test-setup/stub-helpers.ts,33,46,bug,medium,81,2b61dcfc162a2081f09632dd4502f90778005a50ba541056c4078058dfe4a776,"When `stub()` is called on a non-configurable, non-writable property, the snapshot is already recorded (lines 47-51) before the throw at line 56 or 59. This leaves an orphaned entry in the `snapshots` map for a property that was never actua",yes,yes,,no,,valid,medium,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QZC-061,QZC,M001,vybestack/llxprt-code,Z.ai,GLM-5.2,test-setup/stub-helpers.ts,58,71,maintainability,medium,85,2a86873effa47139b64795b8c6037ba383f73e4f395d169e2f68d4f6b9ba943d,"In `restoreAll`, when restoration of a property fails, the snapshot for that property is still cleared via `this.snapshots.clear()` at line 79. This means any property whose restoration threw will never be retried on a subsequent `restoreAl",yes,yes,,no,stub-restore-snapshot,valid,medium,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_zai_glm.log,456fbe11d20140fa62e87f84bdfdfc5b2613fa5ccb77454de29b8b77d8f17df5
QSC-001,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/a2a-server/package.json,21,23,bug,high,68,59c0af8ff45541f2435c81952914162e11cf43ae61e72bb06d9631db67d03644,"A2A `test` and `test:ci` invoke Bun native flags that are not supported by `bun test`, so the JUnit and coverage CI contracts will silently produce no output instead of generating reports. Change to `--reporter=junit --output=./junit.xml`. ",yes,yes,,no,a2a-reporter-flags,partial,medium,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-002,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/a2a-server/src/commands/init.test.ts,12,12,maintainability,low,42,1eb641f76c5aa1b08a26ead7dadc030642a684df36b515ef4d7264ad2177728d,Unused import `TaskStatusUpdateEvent` is a dead-code issue. It was previously used for the `as TaskStatusUpdateEvent` cast but the cast was removed. Leaving the import in place adds noise and may cause lint warnings depending on the project,no,yes,,no,,valid,low,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-003,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/a2a-server/src/commands/restore.ts,19,25,maintainability,low,105,8e1452aaf402bf74110e58f35321e44b57f9c7ebeada8908ab5e34e8c244aff9,"The `RestoreCommandDependencies` interface uses `typeof fs.readdir` for the `readdir` property, but `fs` is imported as `import * as fs from 'node:fs/promises'`. The `readdir` export from `node:fs/promises` is a function with overloads that",yes,yes,,no,,invalid,low,grounded,no_direct_fix,invalid/unsupported,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-004,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/a2a-server/src/http/endpoints.test.ts,93,95,bug,high,72,7cb57f483808aec74524a0ac846a2c91b6f182252aad4643b8aae128bcda14c5,"The `as never` casts on `config` and `agentExecutor` completely bypass TypeScript's structural type checking for the injected startup context. If `AppContext` drifts—e.g., new required properties, changed method signatures on `AgentExecutor",yes,yes,,no,endpoint-as-never,valid,high,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-005,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/a2a-server/src/http/endpoints.test.ts,63,63,bug,medium,83,1a44eefd4cd96b83d147748ef07c4643e0df97e489d9f4c8014a2d6342bf35b2,"`reconstruct` is mocked as an empty `vi.fn()` that returns `undefined`. In `handleTaskMetadata` (app.ts:411-416), when a task is not found in memory, the handler falls back to `agentExecutor.reconstruct(sdkTask)`. If any future test—or a re",yes,yes,,no,endpoint-reconstruct-mock,valid,medium,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-006,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/a2a-server/src/http/endpoints.test.ts,47,55,maintainability,low,65,582dc1803ac8560fd770209b8f067d399b331bdea7dd8f8618141bfa13ef9996,"The mock `toSDKTask` omits the persisted state fields (`_agentSettings`, `_taskState`) that the real `TaskWrapper.toSDKTask()` embeds in metadata. While the current endpoint tests do not trigger `reconstruct`, this divergence means the mock",yes,yes,,no,,partial,low,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-007,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/a2a-server/src/persistence/gcs.test.ts,195,202,test,medium,56,c84ff0ada6e4563922954fa10941251b73099d858f091ceabbe1ce0d63524cfc,"The refactored save test no longer asserts `mockFile.save`, which is the actual GCS upload side-effect in `saveMetadata`. The new assertions only cover `mockCreateArchive` and `mockRemove`, so a future regression that removes or bypasses th",yes,yes,,no,,valid,medium,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-008,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/auth/src/proxy/proxy-socket-client.ts,148,149,bug,high,105,e595cd340e11f07babc2cd765b4b409706dc3f09fb7d6e1b7927fb9686fd5a7a,"Treating the socket `'end'` event as equivalent to `'close'` here is incorrect and will likely cause duplicate destroy/error handling. In Node.js streams, `'end'` means the readable side has finished; the TCP connection may still be writabl",no,yes,proxy-end-close,no,proxy-end-close,valid,high,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-009,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/auth/src/proxy/proxy-socket-client.ts,148,149,bug,high,127,f11e2ad2c4df6a069bf2bca642fcc292cbfb706608b0d508a291803bbbaf9138,"The newly added `'end'` listener reuses the `onClose()` handler meant for the `'close'` event, but these two Node.js stream events have distinct semantics. A remote graceful close typically emits `'end'` first (half-close) and then `'close'",no,yes,proxy-end-close,yes,proxy-end-close,valid,low,grounded,no_direct_fix,duplicate/rephrased claim,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-010,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/auth/src/proxy/proxy-socket-client.ts,148,149,bug,high,110,b293abef0ebb225eac78219a21068ad271a9c16aef3dd796f3cb601ef62fd536,"The new `'end'` listener maps a half-close to the same `onClose()`/`destroy()` path as `'close'`, but these Node.js stream events are not equivalent. `'end'` indicates the readable side finished; the connection may still be writable. `'clos",no,yes,proxy-end-close,yes,proxy-end-close,valid,low,grounded,no_direct_fix,duplicate/rephrased claim,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-011,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/cli/bun-test-setup.ts,247,259,bug,high,68,47b18778ba8995d54619e90d8acd90051420c442811b3b9ff7d583f8fbd2e8a6,"The three `await import()` calls on lines 247-259 have no error handling. If any of these modules fails to resolve or throws during evaluation, the rejection becomes an unhandled promise rejection and the test setup aborts with a cryptic st",yes,yes,,no,,invalid,low,grounded,no_direct_fix,invalid/unsupported,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-012,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/cli/src/__tests__/cliSessionDispatch.characterization.test.tsx,213,215,maintainability,medium,70,0f7fb5d2fd5f5f072a3d3ab4f53ac118a8e9b5b63bc7577d9da267ff235492cb,"The shared `renderCalls` array is only reset inside `Suite 1` (`describe('...dispatch branch selection', ...)` at line 235), but not in every `beforeEach` across the file. If any test outside that suite (or added later) asserts on `renderCa",no,yes,,no,,partial,low,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-013,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/core/src/hooks/__tests__/hookSystem-integration.test.ts,94,98,bug,medium,72,1b0a08a8cf773c8b89f34132744dafa6258d550f2f1f0b748fddd5d6c4fa67e7,"`fs.promises` is mocked as an empty object (`{}`). If any hook execution path or lifecycle cleanup uses `fs.promises.*` (for example `readFile`, `access`, `stat`, `writeFile`), the test will silently substitute `undefined` instead of failin",yes,yes,,no,,partial,low,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-014,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/lsp/package.json,19,19,bug,medium,75,9df2c87bd14c2a8c84df8c9745ed5ab86935300ddd12f5fedcd303544e04d6b9,"`vitest` is invoked by the new `test:vitest` script but is not declared in `devDependencies`. Every other workspace in this repo explicitly lists `vitest` in its own `devDependencies`, so this is an omission specific to `@vybestack/llxprt-c",yes,yes,,no,lsp-vitest-dependency,partial,low,grounded,fixed_after_pair,,e8a4ad1d554f8c3bfed11d5697cc8c01aed74acf (paired exposure; not provider-specific causation),$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-015,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/lsp/src/main.ts,338,347,bug,medium,58,d371c4b3fc8e9f597b0668ec48f051c494321eefc103210e763927cb5eff57cf,"MainLifecycle.dispose() only removes process event listeners; it does not shut down the orchestrator, close the MCP server, or release streams. If a consumer calls dispose() expecting full teardown (as the name implies), resources continue ",yes,yes,,no,,partial,low,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-016,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/lsp/src/main.ts,0,0,bug,medium,69,391d79b0c94ce42e621b8c72fe03d0cb61862bce7215cfc927213fe0c2d1610f,"The shuttingDown and handlersAttached flags are local to each main() invocation. If main() is called multiple times without disposing previous lifecycles, each call registers a new set of global process listeners. A single OS signal can the",yes,yes,,no,,valid,medium,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-017,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/policy/src/confirmation-bus/message-bus.test.ts,355,355,test,medium,80,a91d8e9cee20422fab8762d0977ca551916e73697711ea27537efb1ad54b485c,"The rewritten timeout test now relies on a 10 ms real `setTimeout` to assert timeout behavior. Under heavy CI load or in Bun’s timer-clamping environments, this can cause flaky failures because the test races against actual wall-clock time.",yes,yes,,no,real-10ms-timer,valid,medium,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-018,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/test-utils/src/cli-args.test.ts,18,20,bug,medium,105,95194f8e32c5fd15046e42d4a6de5a255c4e25627cc957e1a2de127a9c3ad37d,"`restoreEnv()` deletes the `originalValues` snapshot after restoring, so tests are not safe across multiple `describe` blocks in the same process. If two suites both call `afterEach(() => restoreEnv())`, the later suite can overwrite origin",yes,yes,,no,,invalid,low,grounded,no_direct_fix,invalid/unsupported,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-019,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/test-utils/src/env-test-helpers.ts,16,25,bug,medium,71,a39c4275f6381fcbab608bd60682015278dd1d22b28c1de538a18bee4e47cfb8,"restoreEnv() lacks error handling and will leave originalValues populated if any env-var restoration throws. If delete/assignment fails for one key, the loop aborts and originalValues.clear() is never reached, so subsequent setEnv() calls w",no,yes,,no,env-restore-error,valid,medium,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-020,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,packages/test-utils/src/test-rig.test.ts,0,0,bug,high,73,66819105ba803464941283a3c17498e2362a7e5d31e5a94f170e9896b66d68c8,"`env-test-helpers.ts` uses a single shared `originalValues` map, and `restoreEnv()` clears it entirely. With Bun's default parallel test execution, this breaks isolation: concurrent tests that both call `setEnv()` will race, and one test's ",no,yes,,no,env-shared-map,partial,medium,grounded,no_direct_fix,partial/speculative or remedy not selected,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-021,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,scripts/run_bun_tests.ts,137,143,reliability,high,78,9d96e01eee2884b201c2e774d1d75e91f58f6235f859549b0e3863b7e83829ab,"`Bun.spawnSync` has no process-level timeout. If a spawned Bun test process hangs (e.g., infinite loop, deadlock, or unresponsive async operation), this script blocks indefinitely with no recovery path, stalling CI. The `--timeout` flag is ",no,yes,,no,,valid,high,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-022,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,scripts/run_bun_tests.ts,154,157,correctness,medium,48,1efd063ad158fec25b80d90de2fc808c5f718dadea9dd507d571480895ed9001,"The final summary logs `Passed X/Y... (Z failed)` even when failures occurred. The word ""Passed"" implies all tests succeeded, which contradicts the parenthetical failure count and can mislead CI readers or downstream tooling parsing the out",no,yes,,no,,valid,medium,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
QSC-023,QSC,M001,vybestack/llxprt-code,StepFun,Step-3.7-Flash,scripts/tests/bun-test-manifest.test.ts,16,16,maintainability,medium,98,8fd9bcb08724673679e863d70cd147b871dd0dff7bda9febfa23847077bf34dc,"`advertisedWorkspaces` is hardcoded as `['a2a-server', 'cli', 'providers']` but `BUN_NATIVE_TEST_MANIFEST` also contains `'core'`. This means the first test ('resolves every advertised workspace to verified files') does not actually verify ",yes,yes,,no,,valid,medium,grounded,no_direct_fix,no direct change found in review-remediation commit,,$TMPDIR/ocr_final.log,89f2dea57bdc5a10ecd5a229fdba4b98e01cae740bf8c90466c553d7f65b2082
